year,GEOID,NAME,popE,popM,median_hhincE,median_hhincM,povertyE,povertyM,pop_povertyE,pop_povertyM,median_rentE,median_rentM,median_homeE,median_homeM,whiteE,whiteM,blackE,blackM,hispanicE,hispanicM,asianE,asianM,foreign_bornE,foreign_bornM,survey,giniE,giniM,unempE,unempM,laborforceE,laborforceM,no_hsE,no_hsM,bachelorsE,bachelorsM,pop_25plusE,pop_25plusM,snapE,snapM,snap_totalE,snap_totalM,no_health_insE,no_health_insM
2009,3604107,"PUMA 04107, New York",139583,3913,43947,1573,24843,1996,138734,3889,1153,16,495200,30805,12924,1087,9400,1041,71084,3417,44501,2408,92033,3101,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604108,"PUMA 04108, New York",116224,2122,64608,2385,9797,1027,115317,2068,1225,23,343700,16874,68961,2059,2738,543,14377,1242,27495,1655,58202,1927,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604109,"PUMA 04109, New York",135448,3034,51540,1856,16728,1482,133287,2727,1157,16,440700,19079,40298,1845,2404,523,45545,2729,44717,2256,78828,2227,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604110,"PUMA 04110, New York",177202,2783,53441,1642,20789,1715,176512,2773,1122,13,550100,7909,106541,2483,1954,481,56147,2530,11206,1351,67304,2433,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604111,"PUMA 04111, New York",147338,2787,53273,1637,18845,1738,146533,2777,1161,16,452400,7308,35982,1835,11397,1396,57036,3050,33009,1953,73313,2477,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604112,"PUMA 04112, New York",222186,3170,52100,1186,27878,2092,219983,3177,981,17,404500,5851,4310,591,151563,3052,33141,2099,21101,1965,88183,2846,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604113,"PUMA 04113, New York",130753,2713,59821,1958,12785,1691,130110,2733,1204,28,458300,7231,37771,1301,23081,1764,29324,2466,24552,1771,59106,2237,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604114,"PUMA 04114, New York",114733,3103,46762,2013,21070,1762,110387,3174,857,30,483400,13929,44237,2275,45008,2116,22131,1757,1489,481,29307,1635,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604201,"PUMA 04201, New York",113698,1011,112442,3581,4720,836,110889,1083,1593,94,867100,11181,88087,1289,2676,395,9535,1296,12266,833,28580,1458,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604202,"PUMA 04202, New York",117282,1268,105157,4488,5744,1035,113160,1387,1606,69,693100,9129,94097,1649,3494,781,8650,1116,9725,927,18952,1169,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604203,"PUMA 04203, New York",108388,1360,95833,2848,3466,895,108263,1340,1384,158,483200,4479,87256,1639,905,362,7908,1309,10887,1169,18898,1201,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604204,"PUMA 04204, New York",112935,1009,90111,3027,5138,896,112872,1021,1376,66,543200,7024,68938,1657,10060,971,15000,1279,17015,1184,32651,1276,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604205,"PUMA 04205, New York",116340,1644,90073,2783,4480,766,114935,1765,1313,67,491100,5309,74377,1454,16825,1034,13707,1219,8818,1029,26562,1598,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604206,"PUMA 04206, New York",141741,1615,62597,2408,15442,2034,135191,1623,1204,35,369900,5186,22143,1044,66339,1963,47850,1764,2669,670,47763,1599,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604207,"PUMA 04207, New York",115242,1508,91788,2249,2768,552,113233,1465,1390,122,430000,3363,92526,1599,1847,420,11720,1099,8096,785,16228,943,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604208,"PUMA 04208, New York",103025,1251,95384,2870,3289,597,102354,1233,1237,93,469100,3211,91344,1355,2279,510,6523,969,2276,546,8741,921,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604209,"PUMA 04209, New York",105823,1982,107457,2262,2002,525,104840,1830,1588,133,493200,4231,95097,1888,835,325,5753,1011,3293,740,8703,1034,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604210,"PUMA 04210, New York",105391,1478,99868,3023,4739,1073,104679,1472,1270,84,487400,5331,78915,1712,10305,789,11366,1200,3093,604,16028,1264,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604211,"PUMA 04211, New York",106553,1184,88206,3252,4487,812,106348,1180,1379,61,444200,3303,60739,1489,19533,1177,16111,1411,8235,1005,26194,1367,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604212,"PUMA 04212, New York",107723,1299,87373,2866,7219,1231,105409,1932,1435,45,563000,11487,83917,1622,7253,992,10578,1152,4726,886,17753,1131,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604301,"PUMA 04301, New York",202047,62,102706,2208,7602,1035,199033,1051,1384,53,579600,6534,165067,1662,7887,980,16810,1388,10049,959,26101,1410,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604302,"PUMA 04302, New York",121340,56,104767,2358,3082,553,119339,261,1412,80,527000,7886,111963,1249,617,263,4462,903,3945,711,8185,848,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604303,"PUMA 04303, New York",118663,1723,93752,2606,4408,844,110228,1734,1412,60,442700,4185,100011,1584,2520,574,6900,961,7919,897,12358,1115,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604304,"PUMA 04304, New York",143290,153,74740,2177,9644,1219,140612,745,1364,59,586000,9993,115770,2013,5958,810,18074,2028,1742,504,19317,1721,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604305,"PUMA 04305, New York",131628,1856,76536,2421,9971,1495,129017,1755,1558,48,345400,3667,100698,1831,9546,1070,15528,1405,2903,700,11480,1324,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604306,"PUMA 04306, New York",119679,2002,76122,2543,10118,1401,119084,1998,1291,48,355600,3926,91792,1950,7305,1016,15788,1366,3461,711,13755,1214,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604307,"PUMA 04307, New York",112428,1594,85741,2160,4875,1046,112089,1617,1466,56,381000,3829,92700,1634,2874,722,10493,1133,5037,802,11876,1095,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604308,"PUMA 04308, New York",110247,2081,88835,2562,3961,894,109703,2011,1486,34,437300,4199,97972,2139,1616,443,6682,799,3125,550,7235,703,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604309,"PUMA 04309, New York",120299,2642,70940,2166,8919,1122,119037,2592,1329,71,347600,3339,30017,1427,22383,1620,62188,2387,3399,916,42787,2249,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604310,"PUMA 04310, New York",111778,3047,87815,2124,4773,937,108225,1818,1371,49,433400,5135,87514,1943,7693,1292,12921,1673,2268,620,9783,1097,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604311,"PUMA 04311, New York",104458,1428,82847,2459,4297,742,103672,1372,1438,46,398300,4799,84625,1743,5613,704,9970,1103,2850,580,11681,1125,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3604312,"PUMA 04312, New York",115171,1471,71599,2391,7813,1224,111309,3324,1324,51,384100,4948,58796,1540,30794,1663,19149,1541,3835,803,23502,1578,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600100,"PUMA 00100, New York",109742,0,41670,1377,15981,1319,96183,1080,587,23,76800,1593,102216,35,3039,428,2123,0,1044,68,4382,416,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600200,"PUMA 00200, New York",175067,0,44784,1034,21425,1623,157653,1053,631,15,112500,2243,155323,455,7214,347,5224,18,1522,255,8567,626,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600300,"PUMA 00300, New York",128229,0,48539,1322,13478,1160,122377,598,743,15,151400,2894,121065,53,2287,159,2514,0,847,123,3154,338,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600401,"PUMA 00401, New York",151189,115,48585,1043,14696,1203,146327,1285,593,13,94900,1844,145788,416,878,191,1728,219,1099,237,3664,450,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600402,"PUMA 00402, New York",142279,115,40072,1013,24010,1502,130990,1112,608,15,93800,1413,115550,424,11921,464,8382,218,2911,264,12066,950,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600500,"PUMA 00500, New York",143800,0,43080,946,20775,1556,139553,736,676,22,105400,2083,127353,137,5607,433,5575,0,1519,132,5332,579,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600600,"PUMA 00600, New York",121588,0,45071,1346,17710,1423,115707,790,653,15,84900,1312,116284,27,1073,145,1944,0,906,37,2532,374,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600700,"PUMA 00700, New York",139386,109,30031,1123,38867,1670,128456,785,662,14,80900,1654,80604,1041,37748,1065,8595,519,5671,650,12472,997,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600801,"PUMA 00801, New York",104545,393,56531,1230,8184,957,98799,894,673,12,122200,2536,99379,498,1256,153,1366,182,1024,209,2537,300,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600802,"PUMA 00802, New York",125039,430,63426,1639,6788,742,123261,750,743,12,137100,2040,112705,889,4148,629,2061,344,3443,447,7560,784,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600803,"PUMA 00803, New York",133816,441,55585,1240,9434,1203,132396,522,717,16,119800,1359,125870,811,1815,459,2015,342,1966,400,5875,691,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600804,"PUMA 00804, New York",100922,366,50756,1179,10341,980,94960,1557,617,13,102600,2489,93521,530,2908,222,2158,230,593,144,2332,380,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600901,"PUMA 00901, New York",102454,2193,29183,1300,28385,2431,95086,2234,716,15,69300,1095,39732,1478,46904,1851,9245,927,3516,553,7678,867,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3600902,"PUMA 00902, New York",105547,2197,31560,1028,29518,2000,104188,2106,697,13,75800,2466,48955,1528,33195,1803,18895,1137,2032,453,8388,828,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3601001,"PUMA 01001, New York",119567,291,59537,1455,7420,915,118401,392,787,12,133700,1688,107542,1119,4656,757,3824,640,2302,476,9587,862,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3601002,"PUMA 01002, New York",121694,43,52969,1240,8584,873,120706,366,742,14,115900,1110,106827,1328,6134,747,4092,606,2297,664,9543,810,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3601003,"PUMA 01003, New York",99208,279,54297,1451,10122,977,97533,485,651,24,111000,2189,90624,463,3394,193,3064,129,841,263,3127,407,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3601004,"PUMA 01004, New York",171858,86,68202,1352,10586,1197,160117,1000,824,14,171900,1869,150120,1244,6263,841,3694,595,8869,731,16433,1035,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2009,3601005,"PUMA 01005, New York",102951,39,61333,1477,7498,1065,99241,688,775,22,128800,2104,93832,973,3764,729,3165,581,1143,336,5016,610,acs5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600100,"PUMA 00100, New York",111778,NA,42303,1489,16592,1292,98140,975,610,15,79600,1750,103937,28,2922,394,2219,NA,1036,88,4339,388,acs5,0.417,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600200,"PUMA 00200, New York",178401,NA,45003,1156,21583,1577,160883,844,644,16,117200,2213,159122,155,7209,325,4922,32,1522,243,8958,652,acs5,0.421,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600300,"PUMA 00300, New York",128795,NA,50149,1240,13225,1092,123126,567,759,16,160600,2516,121670,55,2282,130,2633,NA,741,84,3052,301,acs5,0.406,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600401,"PUMA 00401, New York",151157,132,49285,1175,15223,1416,146573,962,612,19,98800,1680,145439,449,924,220,2079,246,964,205,3769,443,acs5,0.401,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600402,"PUMA 00402, New York",147717,133,42017,1334,25732,1714,136952,833,629,12,97600,1656,117224,460,12225,502,9159,246,5176,254,13641,1058,acs5,0.455,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600500,"PUMA 00500, New York",142086,NA,43298,857,19940,1195,137946,710,750,25,113100,2541,124792,130,5557,424,6362,NA,1578,147,5614,517,acs5,0.416,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600600,"PUMA 00600, New York",122220,NA,45333,1458,17760,1443,116238,753,665,16,88000,1420,116560,37,927,148,2444,NA,808,36,2506,388,acs5,0.42,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600700,"PUMA 00700, New York",144734,73,30891,846,41432,1881,133410,948,673,13,83400,1397,79331,1150,40619,1053,10656,696,7050,562,14855,1005,acs5,0.492,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600801,"PUMA 00801, New York",108095,435,57482,1748,8549,902,102436,870,688,22,126900,3031,101533,686,1308,189,1923,312,1463,294,2864,337,acs5,0.414,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600802,"PUMA 00802, New York",125935,492,63864,1828,6650,685,124250,627,750,15,144000,2124,112589,1000,4646,602,2559,463,3441,534,8058,759,acs5,0.418,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600803,"PUMA 00803, New York",136633,456,55890,1444,9764,1062,135203,502,729,15,124600,1661,126608,1116,2325,523,2943,607,2345,438,6417,697,acs5,0.41,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600804,"PUMA 00804, New York",101625,363,51697,1389,10410,1032,95962,1378,631,14,107100,2276,93849,476,3107,151,2427,323,597,124,2435,348,acs5,0.426,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600901,"PUMA 00901, New York",105425,2079,28930,1181,31426,2265,98195,1949,720,13,69700,1181,37477,1410,48631,1665,11783,1173,4363,667,9056,885,acs5,0.46,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3600902,"PUMA 00902, New York",106710,2090,31161,933,30349,1918,105238,2196,709,11,80000,2360,46453,1396,34695,1894,20526,1238,1834,368,8225,835,acs5,0.491,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601001,"PUMA 01001, New York",121546,321,59402,1650,8140,868,120463,427,802,23,136700,1669,106724,1111,4936,738,5272,816,3086,540,10571,875,acs5,0.413,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601002,"PUMA 01002, New York",123930,58,53167,1275,8988,944,122861,312,743,11,118400,1282,106781,1194,7105,804,4855,763,2469,558,10494,854,acs5,0.38,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601003,"PUMA 01003, New York",101114,272,54480,1284,10467,1119,99581,412,656,23,113000,2002,92507,328,3281,175,3448,114,567,96,3159,372,acs5,0.391,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601004,"PUMA 01004, New York",172666,73,69534,1643,11822,1265,160867,1035,839,14,176100,2226,148617,1142,6347,710,4201,753,10141,628,17702,1164,acs5,0.452,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601005,"PUMA 01005, New York",103537,35,62384,1563,7280,880,99835,592,787,27,132400,1804,92935,992,4385,774,3477,744,1420,364,5250,558,acs5,0.373,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601100,"PUMA 01100, New York",106298,NA,56468,1225,8980,897,103003,541,711,14,129600,3378,97952,77,2165,241,3405,NA,1081,126,3559,467,acs5,0.43,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601200,"PUMA 01200, New York",107808,NA,51031,1060,11117,866,96902,743,652,19,106300,2223,98176,303,4162,241,3027,NA,953,146,2520,306,acs5,0.39,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601300,"PUMA 01300, New York",103121,NA,49113,1242,11763,997,99016,373,655,15,95500,1558,93174,22,3706,252,3288,NA,393,83,2923,367,acs5,0.398,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601401,"PUMA 01401, New York",160380,2152,29782,1143,45467,2504,156614,2095,647,12,59200,1031,65090,1719,81287,1601,6291,806,3754,741,8264,1080,acs5,0.476,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601402,"PUMA 01402, New York",105632,2153,30410,1244,30320,1805,99689,1887,645,13,88700,3159,62270,1605,19053,1468,17886,1129,2910,844,10335,1372,acs5,0.541,0.014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601501,"PUMA 01501, New York",107705,37,51852,1413,11216,1299,104173,877,636,19,113300,2603,98585,805,3166,644,2208,404,689,189,3308,446,acs5,0.416,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601502,"PUMA 01502, New York",108359,37,40885,1345,15779,1256,107385,237,605,10,85100,1413,91022,846,11357,685,2249,404,1123,215,5103,585,acs5,0.432,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601601,"PUMA 01601, New York",109314,45,51477,1412,9740,1052,108662,241,703,16,109100,1291,100437,1158,2338,572,2702,533,2249,594,5233,637,acs5,0.403,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601602,"PUMA 01602, New York",120899,82,65426,1608,9365,1050,113581,981,848,25,162600,2425,100325,1302,6154,852,3185,564,9260,815,14590,983,acs5,0.458,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601603,"PUMA 01603, New York",106656,51,65933,2081,6109,898,104210,253,729,27,167600,2392,101329,815,1279,398,1157,320,1598,481,4272,564,acs5,0.408,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601604,"PUMA 01604, New York",151899,88,45875,1202,14489,1505,150691,496,696,11,98600,1052,135752,1117,8009,1069,4396,669,1581,459,7806,848,acs5,0.386,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601605,"PUMA 01605, New York",166422,58,60167,1123,9971,925,161995,452,686,19,143100,2103,156294,764,1974,334,3715,496,1342,414,5868,623,acs5,0.424,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601700,"PUMA 01700, New York",135921,NA,48098,1162,20922,1300,119577,1224,821,24,138100,3605,113356,128,5010,258,5089,NA,9165,188,13363,725,acs5,0.453,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601800,"PUMA 01800, New York",100497,NA,44589,1138,13316,1077,96066,791,619,19,91500,1964,95415,78,931,171,2045,NA,524,52,2162,360,acs5,0.422,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3601900,"PUMA 01900, New York",143613,NA,46039,982,18385,1470,135805,1972,673,16,131200,3061,134182,42,2227,171,4338,NA,1154,114,5093,479,acs5,0.421,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602000,"PUMA 02000, New York",105433,14,42946,1388,16497,1480,102745,942,649,13,95100,2127,95126,81,1702,188,6500,123,651,90,2829,311,acs5,0.431,0.016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602100,"PUMA 02100, New York",153268,NA,55188,1315,16607,1332,149175,1249,789,13,160200,2032,120230,509,13728,442,8033,NA,5550,206,13354,855,acs5,0.422,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602201,"PUMA 02201, New York",112975,546,63935,1632,7467,851,111477,661,831,25,200300,4426,106809,854,1418,338,1921,331,1116,319,3110,399,acs5,0.405,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602202,"PUMA 02202, New York",104289,546,66491,2188,6089,856,101503,821,888,15,241600,4315,95505,887,1441,311,3042,331,2116,453,5794,594,acs5,0.41,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602300,"PUMA 02300, New York",158629,NA,54152,1261,18041,1288,153941,584,779,16,171200,2627,137191,166,7413,600,5622,NA,3278,189,8135,654,acs5,0.412,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602401,"PUMA 02401, New York",106520,501,40494,1843,22901,1953,97273,1090,825,15,174900,3980,60573,1320,28964,999,7758,636,4927,505,12293,1119,acs5,0.461,0.009,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602402,"PUMA 02402, New York",197512,501,66602,1568,13402,1546,191585,1230,887,16,215600,3080,173478,1353,6481,947,6200,636,8451,681,14791,1024,acs5,0.427,0.011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602500,"PUMA 02500, New York",112651,NA,50978,1573,11648,1264,104719,1902,740,28,204100,5163,99202,76,5746,439,4857,NA,1379,124,5854,446,acs5,0.461,0.017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602601,"PUMA 02601, New York",124266,480,52833,1426,12069,1217,123053,516,623,17,103700,2212,119859,554,483,134,1458,248,800,221,2376,354,acs5,0.399,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602602,"PUMA 02602, New York",127915,480,39664,1263,22365,1788,118511,829,606,12,95200,1758,104161,578,8105,421,5645,248,6108,474,10664,812,acs5,0.477,0.013,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602700,"PUMA 02700, New York",107274,NA,45107,1421,14148,1005,101055,914,643,20,86100,1520,95946,27,5347,330,2410,NA,904,99,2606,330,acs5,0.432,0.012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602800,"PUMA 02800, New York",123974,NA,44342,950,16655,1296,121115,469,592,12,87400,1393,117886,18,1786,162,1735,NA,1283,51,2831,301,acs5,0.435,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3602900,"PUMA 02900, New York",129881,NA,42024,743,19711,1102,121989,879,578,11,72900,1011,121501,39,1465,126,2014,NA,946,81,2161,186,acs5,0.412,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3603000,"PUMA 03000, New York",135263,NA,40639,1127,22104,1547,128997,1081,581,13,79600,1586,121523,79,2649,251,7670,NA,780,39,2635,337,acs5,0.427,0.008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2010,3603101,"PUMA 03101, New York",106643,190,48297,1367,17008,1460,102068,489,809,25,196800,6072,81352,631,7900,617,13370,452,1436,240,9437,766,acs5,0.436,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
